slug,agreement_no,url,purpose
dc2-1008,1008,https://zoningbylaw.edmonton.ca/dc2-1008,To provide low-density housing with the opportunity to create an individually titled lot for a dwelling unit adjacent to the lane.
dc2-1009,1009,https://zoningbylaw.edmonton.ca/dc2-1009,"To establish a Site Specific Development Control Provision to accommodate a mixed use development consisting of residential, commercial, and limited Community Educational, Recreational and Cultural services Uses that builds upon the existing DC2 (G) Plaza 97 Development Agreement."
dc2-101,101,https://zoningbylaw.edmonton.ca/dc2-101,"To establish a site specific development control district to accommodate neighbourhood convenience commercial uses, including a private club and major indoor amusement establishment to be utilized for community fund-raising efforts, and to establish sensitive site development regulations that will ensure compatibility with surrounding land uses."
dc2-1010,1010,https://zoningbylaw.edmonton.ca/dc2-1010,"To accommodate a shopping center development that will allow for cannabis retail sales, retail, general commercial and office uses such that by establishing specific site development criteria, a compatible relationship with surrounding land uses will be achieved."
dc2-1014,1014,https://zoningbylaw.edmonton.ca/dc2-1014,To establish a Site Specific Development Control District for a range of commercial uses having site specific development regulations which will ensure compatibility with adjacent existing and proposed commercial and industrial Zonings and a high standard of appearance appropriate to the site’s location at the intersection of two major commercial corridors.
dc2-1015,1015,https://zoningbylaw.edmonton.ca/dc2-1015,"To allow a limited range of interim commercial, institutional and recreational uses in existing buildings such that the future development of these lands in accordance with the Griesbach Neighbourhood Area Structure Plan is not prejudiced."
dc2-1018,1018,https://zoningbylaw.edmonton.ca/dc2-1018,"The purpose of this provision is to provide for convenience commercial and personal service uses, including minor alcohol sales and cannabis retail sales, which are intended to serve the day to day needs of residents within the adjacent residential neighbourhood."
dc2-1019,1019,https://zoningbylaw.edmonton.ca/dc2-1019,To establish a Site Specific Control District to accommodate a mix of commercial and office uses and a limited range of residential uses with specific development regulations that will ensure compatibility with surrounding uses and to ensure a high standard of appearance appropriate to the site's location on major access routes into the Downtown core.
dc2-102,102,https://zoningbylaw.edmonton.ca/dc2-102,"To establish a Site Specific Development Control District to accommodate a limited range of general business uses in accordance with the 100 Avenue Land Use Study, with site development regulations that will ensure compatibility with existing and future adjacent land uses and the function of roadways adjacent to the site."
dc2-1020,1020,https://zoningbylaw.edmonton.ca/dc2-1020,"To facilitate the development of a high-rise, high density residential Tower within 200 m of the Grandin LRT station."
dc2-1024,1024,https://zoningbylaw.edmonton.ca/dc2-1024,The purpose of this provision is to provide for neighbourhood convenience commercial uses which are intended to serve the day to day needs of residents within the neighbourhood.
dc2-1025,1025,https://zoningbylaw.edmonton.ca/dc2-1025,To accommodate two high rise residential buildings with a commercial podium that provides for an active and inviting pedestrian oriented streetscape fronting onto 104 Street and 100 Avenue.
dc2-1027,1027,https://zoningbylaw.edmonton.ca/dc2-1027,"To accommodate a 21 Storey high-rise apartment building with the opportunity for ground commercial, with regulations to ensure a high quality, sustainable, transit oriented development that provides a vibrant pedestrian realm."
dc2-1028,1028,https://zoningbylaw.edmonton.ca/dc2-1028,"To establish a Site Specific Development Control Provision to accommodate industrial business uses, offices and a limited range of commercial uses that will ensure compatibility with residential land uses to the east and a high standard of appearance appropriate to the function of 91 Street."
dc2-1030,1030,https://zoningbylaw.edmonton.ca/dc2-1030,"To accommodate compatible non-industrial businesses, including a restricted amount of general retail to supplement the opportunity for industrial business uses that carry out their operations such that no nuisance is created or apparent outside an enclosed building."
dc2-1031,1031,https://zoningbylaw.edmonton.ca/dc2-1031,To accommodate a high- rise residential development that is compatible in scale with the surrounding area.
dc2-1032,1032,https://zoningbylaw.edmonton.ca/dc2-1032,To provide for a 12-bedroom Group Home with associated uses that is to be designed in a manner that is sensitive to the surrounding low density residential development.
dc2-1035,1035,https://zoningbylaw.edmonton.ca/dc2-1035,"To establish a Site Specific Development Control Provision accommodate a limited range of retail-business and highway commercial uses, with site development regulations that will ensure compatibility with future adjacent land uses and roadways adjacent to the site."
dc2-1036,1036,https://zoningbylaw.edmonton.ca/dc2-1036,"To establish a Site Specific Development Control Provision to accommodate a range of vehicle oriented commercial and general business uses and a medium rise residential development. Site regulations will ensure compatibility with the surrounding land uses, adjacent roadways, and a high standard of appearance appropriate to the site’s location on a major entrance route into the City."
dc2-1037,1037,https://zoningbylaw.edmonton.ca/dc2-1037,"To facilitate the development of a high-rise, low density apartment building within 200 m of the Grandin LRT station."
dc2-1038,1038,https://zoningbylaw.edmonton.ca/dc2-1038,To accommodate the development of a small scale neighbourhood commercial building that is compatible with the surrounding neighbourhood.
dc2-1039,1039,https://zoningbylaw.edmonton.ca/dc2-1039,To accommodate a high density residential tower on a podium allowing a mix of other uses with a design that ensures the integration of the building within the Warehouse Campus Neighbourhood including active and inviting pedestrian oriented streetscapes.
dc2-1040,1040,https://zoningbylaw.edmonton.ca/dc2-1040,"To establish a Site Specific Development Control District to accommodate a limited range of local convenience commercial and personal service uses which are intended to serve the day-to-day needs of the neighbourhood residents, with site development criteria to ensure that the commercial development will be compatible with the adjacent residential Zonings."
dc2-1041,1041,https://zoningbylaw.edmonton.ca/dc2-1041,"The purpose of this Provision is to provide for convenience commercial and personal service uses, including minor alcohol sales, which are intended to serve the day to day needs of residents within the residential neighbourhood."
dc2-1042,1042,https://zoningbylaw.edmonton.ca/dc2-1042,"To accommodate a low rise, residential development located approximately 400 metres from the Strathearn and Holyrood LRT Stops, that is compatible with the adjacent land uses and supports a pedestrian friendly streetscape."
